|time:0|1:2|2:1|3:1|4:1|5:1|6:0|7:0|8:330
|time:62,94796|1:3|2:21|3:20|4:1|5:2|6:0|7:0|8:330
|time:64,27458|1:3|2:14|3:16|4:1|5:2|6:0|7:0|8:330
|time:65,61753|1:3|2:14|3:15|4:1|5:2|6:0|7:0|8:330
|time:66,86526|1:3|2:8|3:17|4:1|5:2|6:0|7:0|8:330
|time:68,09418|1:3|2:14|3:18|4:1|5:2|6:0|7:0|8:330
|time:69,44843|1:3|2:18|3:20|4:1|5:2|6:0|7:0|8:330
|time:70,79754|1:3|2:17|3:22|4:1|5:2|6:0|7:0|8:330
|time:72,0303|1:3|2:16|3:20|4:1|5:2|6:0|7:0|8:330
|time:73,34968|1:3|2:19|3:17|4:1|5:2|6:0|7:0|8:330
|time:74,69076|1:3|2:26|3:21|4:1|5:2|6:0|7:0|8:330
|time:76,06169|1:3|2:20|3:17|4:1|5:2|6:0|7:0|8:330
|time:77,34391|1:3|2:19|3:18|4:1|5:2|6:0|7:0|8:330
|time:78,55892|1:3|2:14|3:14|4:1|5:2|6:0|7:0|8:330
|time:79,86636|1:3|2:15|3:18|4:1|5:2|6:0|7:0|8:330
|time:81,1891|1:3|2:16|3:26|4:1|5:2|6:0|7:0|8:330
|time:82,48255|1:3|2:15|3:21|4:1|5:2|6:0|7:0|8:330
|time:83,79175|1:3|2:24|3:19|4:1|5:2|6:0|7:0|8:330
|time:85,16814|1:3|2:17|3:19|4:1|5:2|6:0|7:0|8:330
|time:86,54486|1:3|2:16|3:17|4:1|5:2|6:0|7:0|8:330
|time:87,74562|1:3|2:12|3:21|4:1|5:2|6:0|7:0|8:330
|time:88,9549|1:3|2:15|3:22|4:1|5:2|6:0|7:0|8:330
|time:90,21925|1:3|2:15|3:24|4:1|5:2|6:0|7:0|8:330
|time:91,47988|1:3|2:18|3:15|4:1|5:2|6:0|7:0|8:330
|time:92,7522|1:3|2:11|3:16|4:1|5:2|6:0|7:0|8:330
|time:93,99631|1:3|2:16|3:13|4:1|5:2|6:0|7:0|8:330
|time:95,30594|1:3|2:19|3:17|4:1|5:2|6:0|7:0|8:330
|time:96,6162|1:3|2:18|3:21|4:1|5:2|6:0|7:0|8:330
|time:97,84176|1:3|2:20|3:15|4:1|5:2|6:0|7:0|8:330
|time:99,04353|1:3|2:19|3:17|4:1|5:2|6:0|7:0|8:330
|time:100,321|1:3|2:21|3:24|4:1|5:2|6:0|7:0|8:330
|time:101,5232|1:3|2:17|3:22|4:1|5:2|6:0|7:0|8:330
|time:102,8763|1:3|2:19|3:24|4:1|5:2|6:0|7:0|8:330
|time:104,2022|1:3|2:18|3:17|4:1|5:2|6:0|7:0|8:330
|time:105,594|1:3|2:18|3:15|4:1|5:2|6:0|7:0|8:330
|time:106,9271|1:3|2:17|3:19|4:1|5:2|6:0|7:0|8:330
|time:108,5022|1:5|2:24|3:21|4:2|5:3|6:0|7:0|8:330
|time:109,9176|1:5|2:18|3:15|4:2|5:3|6:0|7:0|8:330
|time:111,2474|1:5|2:15|3:12|4:2|5:3|6:0|7:0|8:330
|time:112,4516|1:5|2:20|3:10|4:2|5:3|6:0|7:0|8:330
|time:113,6936|1:5|2:22|3:12|4:2|5:3|6:0|7:0|8:330
|time:115,0801|1:5|2:22|3:15|4:2|5:3|6:0|7:0|8:330
|time:116,4809|1:5|2:21|3:18|4:2|5:3|6:0|7:0|8:330
|time:117,989|1:5|2:25|3:23|4:2|5:3|6:0|7:0|8:330
|time:119,446|1:5|2:22|3:17|4:2|5:3|6:0|7:0|8:330
|time:121,1693|1:5|2:21|3:22|4:2|5:3|6:0|7:0|8:330
|time:122,6286|1:5|2:14|3:28|4:2|5:3|6:0|7:0|8:330
|time:124,0759|1:5|2:18|3:19|4:2|5:3|6:0|7:0|8:330
|time:125,4951|1:5|2:21|3:15|4:2|5:3|6:0|7:0|8:330
|time:126,8101|1:5|2:19|3:16|4:2|5:3|6:0|7:0|8:330
|time:128,0574|1:5|2:13|3:19|4:2|5:3|6:0|7:0|8:330
|time:129,4244|1:5|2:18|3:14|4:2|5:3|6:0|7:0|8:330
|time:130,7176|1:5|2:20|3:18|4:2|5:3|6:0|7:0|8:330
|time:131,9746|1:5|2:24|3:19|4:2|5:3|6:0|7:0|8:330
|time:133,3468|1:5|2:22|3:17|4:2|5:3|6:0|7:0|8:330
|time:134,6739|1:5|2:23|3:15|4:2|5:3|6:0|7:0|8:330
|time:136,0427|1:5|2:20|3:13|4:2|5:3|6:0|7:0|8:330
|time:137,3595|1:5|2:26|3:20|4:2|5:3|6:0|7:0|8:330
|time:138,7092|1:5|2:19|3:21|4:2|5:3|6:0|7:0|8:330
|time:140,0559|1:5|2:14|3:18|4:2|5:3|6:0|7:0|8:330
|time:141,398|1:5|2:17|3:21|4:2|5:3|6:0|7:0|8:330
|time:142,7478|1:5|2:19|3:17|4:2|5:3|6:0|7:0|8:330
|time:144,1181|1:5|2:20|3:19|4:2|5:3|6:0|7:0|8:330
|time:145,457|1:5|2:20|3:13|4:2|5:3|6:0|7:0|8:330
|time:146,7428|1:5|2:20|3:18|4:2|5:3|6:0|7:0|8:330
|time:148,284|1:5|2:23|3:22|4:2|5:3|6:0|7:0|8:330
|time:149,6027|1:5|2:17|3:19|4:2|5:3|6:0|7:0|8:330
|time:151,0238|1:5|2:16|3:19|4:2|5:3|6:0|7:0|8:330
|time:152,3741|1:5|2:15|3:21|4:2|5:3|6:0|7:0|8:330
|time:153,6202|1:5|2:19|3:29|4:2|5:3|6:0|7:0|8:330
|time:154,8808|1:5|2:22|3:24|4:2|5:3|6:0|7:0|8:330
|time:156,2005|1:5|2:23|3:23|4:2|5:3|6:0|7:0|8:330
|time:157,6759|1:5|2:22|3:22|4:2|5:3|6:0|7:0|8:330
|time:159,136|1:6|2:19|3:17|4:3|5:3|6:0|7:0|8:330
|time:160,5126|1:7|2:23|3:20|4:4|5:3|6:0|7:0|8:330
|time:162,2902|1:7|2:16|3:18|4:4|5:3|6:0|7:0|8:330
|time:163,5983|1:7|2:11|3:18|4:4|5:3|6:0|7:0|8:330
|time:165,0396|1:7|2:19|3:17|4:4|5:3|6:0|7:0|8:330
|time:166,5523|1:7|2:24|3:23|4:4|5:3|6:0|7:0|8:330
|time:168,0367|1:8|2:22|3:19|4:5|5:3|6:0|7:0|8:330
|time:169,4327|1:8|2:24|3:24|4:5|5:3|6:0|7:0|8:330
|time:170,7617|1:8|2:16|3:14|4:5|5:3|6:0|7:0|8:330
|time:172,4436|1:8|2:16|3:16|4:5|5:3|6:0|7:0|8:330
|time:173,8258|1:8|2:13|3:16|4:5|5:3|6:0|7:0|8:330
|time:175,215|1:8|2:21|3:22|4:5|5:3|6:0|7:0|8:330
|time:176,6362|1:8|2:21|3:17|4:5|5:3|6:0|7:0|8:330
|time:178,3241|1:8|2:16|3:19|4:5|5:3|6:0|7:0|8:330
|time:179,7413|1:8|2:19|3:16|4:5|5:3|6:0|7:0|8:330
|time:181,2198|1:8|2:16|3:16|4:5|5:3|6:0|7:0|8:330
|time:182,7497|1:8|2:24|3:16|4:5|5:3|6:0|7:0|8:330
|time:184,2457|1:8|2:22|3:20|4:5|5:3|6:0|7:0|8:330
|time:185,6205|1:8|2:16|3:15|4:5|5:3|6:0|7:0|8:330
|time:187,2225|1:8|2:24|3:21|4:5|5:3|6:0|7:0|8:330
|time:189,0938|1:8|2:22|3:21|4:5|5:3|6:0|7:0|8:330
|time:190,7213|1:8|2:16|3:15|4:5|5:3|6:0|7:0|8:330
|time:192,1562|1:8|2:9|3:18|4:5|5:3|6:0|7:0|8:330
|time:193,5141|1:8|2:6|3:19|4:5|5:3|6:0|7:0|8:330
|time:195,0036|1:8|2:14|3:21|4:5|5:3|6:0|7:0|8:330
|time:196,3825|1:8|2:16|3:22|4:5|5:3|6:0|7:0|8:330
|time:197,7928|1:8|2:15|3:21|4:5|5:3|6:0|7:0|8:330
|time:199,3234|1:8|2:21|3:20|4:5|5:3|6:0|7:0|8:330
|time:200,6797|1:8|2:22|3:15|4:5|5:3|6:0|7:0|8:330
|time:201,9935|1:8|2:20|3:16|4:5|5:3|6:0|7:0|8:330
|time:203,2546|1:8|2:19|3:15|4:5|5:3|6:0|7:0|8:330
|time:204,5322|1:8|2:25|3:22|4:5|5:3|6:0|7:0|8:330
|time:206,0089|1:8|2:28|3:20|4:5|5:3|6:0|7:0|8:330
|time:207,5868|1:8|2:33|3:24|4:5|5:3|6:0|7:0|8:330
|time:209,0455|1:8|2:18|3:20|4:5|5:3|6:0|7:0|8:330
|time:210,901|1:10|2:33|3:23|4:7|5:3|6:0|7:0|8:330
|time:212,6956|1:10|2:8|3:20|4:7|5:3|6:0|7:0|8:330
|time:214,112|1:10|2:7|3:23|4:7|5:3|6:0|7:0|8:330
|time:215,7372|1:10|2:12|3:26|4:7|5:3|6:0|7:0|8:330
|time:217,893|1:10|2:21|3:21|4:7|5:3|6:0|7:0|8:330
|time:219,897|1:11|2:19|3:22|4:7|5:4|6:0|7:0|8:330
|time:221,6794|1:11|2:11|3:18|4:7|5:4|6:0|7:0|8:330
|time:223,5981|1:11|2:17|3:22|4:7|5:4|6:0|7:0|8:330
|time:225,3233|1:11|2:11|3:28|4:7|5:4|6:0|7:0|8:330
|time:227,0136|1:11|2:20|3:17|4:7|5:4|6:0|7:0|8:330
|time:228,8345|1:11|2:18|3:21|4:7|5:4|6:0|7:0|8:330
|time:230,4581|1:11|2:22|3:24|4:7|5:4|6:0|7:0|8:330
|time:232,7894|1:11|2:28|3:22|4:7|5:4|6:0|7:0|8:330
|time:235,0219|1:11|2:33|3:28|4:7|5:4|6:0|7:0|8:330
|time:237,271|1:11|2:19|3:15|4:7|5:4|6:0|7:0|8:330
|time:240,0107|1:11|2:23|3:21|4:7|5:4|6:0|7:0|8:330
|time:242,2544|1:11|2:24|3:13|4:7|5:4|6:0|7:0|8:330
|time:244,127|1:11|2:18|3:12|4:7|5:4|6:0|7:0|8:330
|time:246,0348|1:11|2:20|3:17|4:7|5:4|6:0|7:0|8:330
|time:247,5779|1:11|2:11|3:14|4:7|5:4|6:0|7:0|8:330
|time:248,9759|1:11|2:11|3:12|4:7|5:4|6:0|7:0|8:330
|time:250,7547|1:11|2:21|3:24|4:7|5:4|6:0|7:0|8:330
|time:252,471|1:11|2:27|3:24|4:7|5:4|6:0|7:0|8:330
|time:254,1084|1:11|2:26|3:18|4:7|5:4|6:0|7:0|8:330
|time:255,9859|1:11|2:30|3:23|4:7|5:4|6:0|7:0|8:330
|time:257,9067|1:11|2:23|3:19|4:7|5:4|6:0|7:0|8:330
|time:259,7065|1:11|2:21|3:24|4:7|5:4|6:0|7:0|8:330
|time:261,3882|1:12|2:24|3:12|4:7|5:5|6:0|7:0|8:330
|time:263,273|1:13|2:32|3:10|4:7|5:6|6:0|7:0|8:330
|time:265,3266|1:13|2:26|3:23|4:7|5:6|6:0|7:0|8:330
|time:268,2376|1:13|2:20|3:18|4:7|5:6|6:0|7:0|8:330
|time:270,4664|1:13|2:26|3:19|4:7|5:6|6:0|7:0|8:330
|time:272,8288|1:14|2:24|3:15|4:8|5:6|6:0|7:0|8:330
|time:275,7227|1:14|2:24|3:18|4:9|5:5|6:0|7:0|8:330
|time:279,4722|1:14|2:30|3:31|4:9|5:5|6:0|7:0|8:330
|time:284,7117|1:14|2:34|3:42|4:9|5:5|6:0|7:0|8:330
|time:289,9755|1:14|2:26|3:37|4:9|5:5|6:0|7:0|8:330
|time:294,7939|1:14|2:37|3:35|4:9|5:5|6:0|7:0|8:330
|time:299,2915|1:13|2:28|3:25|4:9|5:4|6:0|7:0|8:330
|time:303,0507|1:13|2:17|3:27|4:9|5:4|6:0|7:0|8:330
|time:305,9059|1:11|2:13|3:24|4:8|5:3|6:0|7:0|8:330
|time:308,2636|1:11|2:17|3:27|4:8|5:3|6:0|7:0|8:330
|time:309,6375|1:10|2:16|3:21|4:8|5:2|6:0|7:0|8:330
|time:310,9654|1:10|2:12|3:24|4:8|5:2|6:0|7:0|8:330
|time:312,3297|1:10|2:9|3:29|4:8|5:2|6:0|7:0|8:330
|time:313,5429|1:11|2:8|3:32|4:9|5:2|6:0|7:0|8:330
|time:314,8183|1:11|2:16|3:25|4:9|5:2|6:0|7:0|8:330
|time:316,0847|1:11|2:16|3:23|4:9|5:2|6:0|7:0|8:330
|time:317,397|1:11|2:17|3:16|4:9|5:2|6:0|7:0|8:330
|time:318,725|1:11|2:21|3:20|4:9|5:2|6:0|7:0|8:330
|time:319,9766|1:11|2:16|3:26|4:9|5:2|6:0|7:0|8:330
|time:321,2705|1:10|2:14|3:22|4:9|5:1|6:0|7:0|8:330
|time:322,5432|1:10|2:18|3:24|4:9|5:1|6:0|7:0|8:330
|time:323,8173|1:10|2:16|3:21|4:9|5:1|6:0|7:0|8:330
|time:325,0236|1:11|2:17|3:22|4:10|5:1|6:0|7:0|8:330
|time:326,4073|1:11|2:13|3:22|4:10|5:1|6:0|7:0|8:330
|time:327,7471|1:11|2:16|3:28|4:10|5:1|6:0|7:0|8:330
|time:329,0473|1:11|2:11|3:24|4:10|5:1|6:0|7:0|8:330
|time:330,3069|1:11|2:9|3:23|4:10|5:1|6:0|7:0|8:330
|time:331,5357|1:11|2:11|3:19|4:10|5:1|6:0|7:0|8:330
|time:332,7167|1:11|2:17|3:19|4:10|5:1|6:0|7:0|8:330
|time:333,934|1:11|2:14|3:25|4:10|5:1|6:0|7:0|8:330
|time:335,368|1:11|2:22|3:25|4:10|5:1|6:0|7:0|8:330
|time:336,7427|1:11|2:14|3:25|4:10|5:1|6:0|7:0|8:330
|time:338,0345|1:11|2:12|3:21|4:10|5:1|6:0|7:0|8:330
|time:339,3302|1:11|2:20|3:17|4:10|5:1|6:0|7:0|8:330
|time:340,6183|1:11|2:22|3:20|4:10|5:1|6:0|7:0|8:330
|time:341,9129|1:11|2:20|3:19|4:10|5:1|6:0|7:0|8:330
|time:343,1988|1:11|2:22|3:21|4:10|5:1|6:0|7:0|8:330
|time:344,4467|1:11|2:20|3:26|4:10|5:1|6:0|7:0|8:330
|time:345,8257|1:11|2:25|3:19|4:10|5:1|6:0|7:0|8:330
|time:347,2209|1:11|2:21|3:18|4:10|5:1|6:0|7:0|8:330
|time:348,6136|1:11|2:25|3:19|4:10|5:1|6:0|7:0|8:330
|time:349,9485|1:11|2:19|3:20|4:10|5:1|6:0|7:0|8:330
|time:351,2913|1:11|2:17|3:17|4:10|5:1|6:0|7:0|8:330
|time:352,5564|1:11|2:17|3:17|4:10|5:1|6:0|7:0|8:330
|time:354,101|1:11|2:19|3:18|4:10|5:1|6:0|7:0|8:330
|time:355,5053|1:11|2:16|3:14|4:10|5:1|6:0|7:0|8:330
|time:356,7805|1:11|2:15|3:12|4:10|5:1|6:0|7:0|8:330
|time:358,1614|1:11|2:21|3:13|4:10|5:1|6:0|7:0|8:330
|time:359,4771|1:11|2:23|3:14|4:10|5:1|6:0|7:0|8:330
|time:360,9691|1:11|2:24|3:15|4:10|5:1|6:0|7:0|8:330
|time:362,2872|1:11|2:17|3:13|4:10|5:1|6:0|7:0|8:330
|time:363,5418|1:11|2:22|3:16|4:10|5:1|6:0|7:0|8:330
|time:364,9474|1:11|2:23|3:18|4:10|5:1|6:0|7:0|8:330
|time:366,1465|1:11|2:15|3:13|4:10|5:1|6:0|7:0|8:330
|time:367,3855|1:11|2:21|3:17|4:10|5:1|6:0|7:0|8:330
|time:368,975|1:11|2:24|3:30|4:10|5:1|6:0|7:0|8:330
|time:370,4457|1:11|2:18|3:21|4:10|5:1|6:0|7:0|8:330
|time:371,7429|1:11|2:20|3:19|4:10|5:1|6:0|7:0|8:330
|time:373,1652|1:11|2:17|3:19|4:10|5:1|6:0|7:0|8:330
|time:374,5177|1:11|2:16|3:17|4:10|5:1|6:0|7:0|8:330
|time:375,8932|1:12|2:16|3:16|4:11|5:1|6:0|7:0|8:330
|time:377,419|1:12|2:14|3:15|4:11|5:1|6:0|7:0|8:330
|time:378,7766|1:12|2:15|3:15|4:11|5:1|6:0|7:0|8:330
|time:380,1568|1:12|2:20|3:15|4:11|5:1|6:0|7:0|8:330
|time:381,5228|1:12|2:27|3:15|4:11|5:1|6:0|7:0|8:330
|time:383,0378|1:12|2:23|3:17|4:11|5:1|6:0|7:0|8:330
|time:384,3832|1:12|2:21|3:18|4:11|5:1|6:0|7:0|8:330
|time:385,8231|1:12|2:23|3:23|4:11|5:1|6:0|7:0|8:330
|time:387,4125|1:12|2:23|3:25|4:11|5:1|6:0|7:0|8:330
|time:388,8492|1:12|2:22|3:28|4:11|5:1|6:0|7:0|8:330
|time:390,3726|1:12|2:22|3:23|4:11|5:1|6:0|7:0|8:330
|time:391,8835|1:12|2:23|3:24|4:11|5:1|6:0|7:0|8:330
|time:393,4323|1:12|2:22|3:25|4:11|5:1|6:0|7:0|8:330
|time:395,1093|1:12|2:27|3:27|4:11|5:1|6:0|7:0|8:330
|time:396,8902|1:12|2:26|3:20|4:11|5:1|6:0|7:0|8:330
|time:398,4111|1:12|2:19|3:20|4:11|5:1|6:0|7:0|8:330
|time:399,8139|1:12|2:20|3:21|4:11|5:1|6:0|7:0|8:330
|time:401,4487|1:12|2:20|3:23|4:11|5:1|6:0|7:0|8:330
|time:402,8118|1:12|2:20|3:31|4:11|5:1|6:0|7:0|8:330
|time:404,7504|1:12|2:22|3:34|4:11|5:1|6:0|7:0|8:330
|time:406,2559|1:12|2:15|3:24|4:11|5:1|6:0|7:0|8:330
|time:407,7665|1:12|2:13|3:19|4:11|5:1|6:0|7:0|8:330
|time:409,2091|1:12|2:11|3:19|4:11|5:1|6:0|7:0|8:330
|time:410,5102|1:12|2:12|3:23|4:11|5:1|6:0|7:0|8:330
|time:411,8572|1:11|2:14|3:21|4:10|5:1|6:0|7:0|8:330
|time:413,3341|1:11|2:19|3:22|4:10|5:1|6:0|7:0|8:330
|time:414,7619|1:11|2:19|3:18|4:10|5:1|6:0|7:0|8:330
|time:416,1916|1:11|2:19|3:21|4:10|5:1|6:0|7:0|8:330
|time:417,504|1:11|2:22|3:22|4:10|5:1|6:0|7:0|8:330
|time:418,765|1:11|2:21|3:24|4:10|5:1|6:0|7:0|8:330
|time:420,1887|1:11|2:22|3:26|4:10|5:1|6:0|7:0|8:330
|time:421,7053|1:11|2:17|3:16|4:10|5:1|6:0|7:0|8:330
|time:423,0052|1:11|2:18|3:13|4:10|5:1|6:0|7:0|8:330
|time:424,3123|1:11|2:19|3:16|4:10|5:1|6:0|7:0|8:330
|time:425,8757|1:11|2:23|3:22|4:10|5:1|6:0|7:0|8:330
|time:427,341|1:12|2:17|3:14|4:11|5:1|6:0|7:0|8:330
|time:428,6301|1:12|2:17|3:13|4:11|5:1|6:0|7:0|8:330
|time:429,9102|1:12|2:9|3:12|4:11|5:1|6:0|7:0|8:330
|time:431,2905|1:12|2:18|3:16|4:11|5:1|6:0|7:0|8:330
|time:432,6431|1:12|2:23|3:18|4:11|5:1|6:0|7:0|8:330
|time:434,2216|1:12|2:20|3:15|4:11|5:1|6:0|7:0|8:330
|time:435,6418|1:12|2:22|3:13|4:11|5:1|6:0|7:0|8:330
|time:437,0456|1:12|2:29|3:16|4:11|5:1|6:0|7:0|8:330
|time:438,7589|1:12|2:22|3:17|4:11|5:1|6:0|7:0|8:330
|time:440,0864|1:12|2:19|3:14|4:11|5:1|6:0|7:0|8:330
|time:441,503|1:12|2:24|3:21|4:11|5:1|6:0|7:0|8:330
|time:443,0422|1:12|2:24|3:28|4:11|5:1|6:0|7:0|8:330
|time:444,7263|1:12|2:23|3:21|4:11|5:1|6:0|7:0|8:330
|time:446,3296|1:12|2:24|3:25|4:11|5:1|6:0|7:0|8:330
|time:447,8771|1:12|2:18|3:22|4:11|5:1|6:0|7:0|8:330
|time:449,2199|1:12|2:21|3:22|4:11|5:1|6:0|7:0|8:330
|time:451,0351|1:12|2:28|3:23|4:11|5:1|6:0|7:0|8:330
|time:452,7736|1:12|2:16|3:20|4:11|5:1|6:0|7:0|8:330
|time:454,2481|1:12|2:21|3:19|4:11|5:1|6:0|7:0|8:330
|time:455,7186|1:12|2:24|3:22|4:11|5:1|6:0|7:0|8:330
|time:457,19|1:12|2:21|3:19|4:11|5:1|6:0|7:0|8:330
|time:458,609|1:12|2:19|3:20|4:11|5:1|6:0|7:0|8:330
|time:459,9697|1:12|2:17|3:17|4:11|5:1|6:0|7:0|8:330
|time:461,3324|1:12|2:20|3:23|4:11|5:1|6:0|7:0|8:330
|time:462,7807|1:12|2:19|3:22|4:11|5:1|6:0|7:0|8:330
|time:464,1201|1:10|2:20|3:24|4:9|5:1|6:0|7:0|8:330
|time:466,5734|1:10|2:34|3:23|4:9|5:1|6:0|7:0|8:330
|time:468,2651|1:10|2:19|3:13|4:9|5:1|6:0|7:0|8:330
|time:469,6012|1:10|2:20|3:11|4:9|5:1|6:0|7:0|8:330
|time:470,9342|1:10|2:15|3:13|4:9|5:1|6:0|7:0|8:330
|time:474,1224|1:9|2:26|3:24|4:8|5:1|6:0|7:0|8:330
|time:475,5159|1:9|2:17|3:14|4:8|5:1|6:0|7:0|8:301,9328
|time:476,9726|1:9|2:21|3:17|4:8|5:1|6:0|7:0|8:301,1781
|time:478,4931|1:10|2:19|3:14|4:9|5:1|6:0|7:0|8:300,436
|time:479,9063|1:10|2:19|3:13|4:9|5:1|6:0|7:0|8:299,7166
|time:481,1602|1:10|2:23|3:19|4:9|5:1|6:0|7:0|8:299,0946
|time:482,6063|1:10|2:23|3:19|4:9|5:1|6:0|7:0|8:298,4008
|time:484,0501|1:10|2:32|3:22|4:9|5:1|6:0|7:0|8:297,7391
|time:485,501|1:10|2:15|3:20|4:9|5:1|6:0|7:0|8:296,9505
|time:486,9508|1:10|2:18|3:17|4:9|5:1|6:0|7:0|8:296,2097
|time:488,4858|1:10|2:18|3:17|4:9|5:1|6:0|7:0|8:295,4655
|time:489,736|1:10|2:9|3:16|4:9|5:1|6:0|7:0|8:294,8038
|time:491,0572|1:10|2:13|3:15|4:9|5:1|6:0|7:0|8:294,1697
|time:492,4899|1:10|2:11|3:17|4:9|5:1|6:0|7:0|8:293,4258
|time:493,9634|1:10|2:15|3:21|4:9|5:1|6:0|7:0|8:292,6919
|time:495,3084|1:9|2:15|3:24|4:9|5:0|6:0|7:0|8:291,9797
|time:496,8411|1:9|2:19|3:19|4:9|5:0|6:0|7:0|8:291,2689
|time:498,1296|1:9|2:17|3:21|4:9|5:0|6:0|7:0|8:290,5615
|time:499,3919|1:8|2:12|3:24|4:8|5:0|6:0|7:0|8:289,9545
|time:500,6693|1:8|2:15|3:25|4:8|5:0|6:0|7:0|8:289,2923
|time:501,8923|1:8|2:11|3:24|4:8|5:0|6:0|7:0|8:288,6711
|time:503,1319|1:8|2:14|3:22|4:8|5:0|6:0|7:0|8:288,0551
|time:504,4039|1:8|2:20|3:25|4:8|5:0|6:0|7:0|8:287,4346
|time:505,6887|1:8|2:17|3:17|4:8|5:0|6:0|7:0|8:286,7776
|time:506,955|1:8|2:21|3:21|4:8|5:0|6:0|7:0|8:286,1541
|time:508,1714|1:8|2:17|3:25|4:8|5:0|6:0|7:0|8:285,5678
|time:509,3589|1:8|2:17|3:23|4:8|5:0|6:0|7:0|8:284,9536
|time:510,7259|1:8|2:19|3:27|4:8|5:0|6:0|7:0|8:284,2749
|time:512,014|1:8|2:16|3:23|4:8|5:0|6:0|7:0|8:283,6188
|time:513,2774|1:8|2:15|3:18|4:8|5:0|6:0|7:0|8:282,986
|time:514,6868|1:8|2:17|3:21|4:8|5:0|6:0|7:0|8:282,3353
