|time:0|1:2|2:0|3:0|4:1|5:1|6:0|7:0
|time:30,30782|1:2|2:19|3:24|4:1|5:1|6:0|7:0
|time:31,34153|1:2|2:18|3:16|4:1|5:1|6:0|7:0
|time:32,36665|1:2|2:22|3:19|4:1|5:1|6:0|7:0
|time:33,389|1:2|2:16|3:16|4:1|5:1|6:0|7:0
|time:34,40903|1:2|2:20|3:11|4:1|5:1|6:0|7:0
|time:35,43004|1:2|2:21|3:16|4:1|5:1|6:0|7:0
|time:36,45364|1:2|2:23|3:22|4:1|5:1|6:0|7:0
|time:37,47512|1:2|2:16|3:22|4:1|5:1|6:0|7:0
|time:38,50928|1:2|2:14|3:20|4:1|5:1|6:0|7:0
|time:39,53062|1:2|2:17|3:19|4:1|5:1|6:0|7:0
|time:40,56056|1:2|2:20|3:16|4:1|5:1|6:0|7:0
|time:41,58693|1:2|2:20|3:20|4:1|5:1|6:0|7:0
|time:42,61975|1:2|2:17|3:20|4:1|5:1|6:0|7:0
|time:43,63842|1:2|2:16|3:22|4:1|5:1|6:0|7:0
|time:44,67284|1:2|2:20|3:24|4:1|5:1|6:0|7:0
|time:45,70554|1:2|2:16|3:24|4:1|5:1|6:0|7:0
|time:46,72528|1:2|2:17|3:16|4:1|5:1|6:0|7:0
|time:47,75569|1:2|2:16|3:17|4:1|5:1|6:0|7:0
|time:48,78598|1:2|2:13|3:20|4:1|5:1|6:0|7:0
|time:49,80632|1:2|2:13|3:15|4:1|5:1|6:0|7:0
|time:50,84128|1:2|2:15|3:21|4:1|5:1|6:0|7:0
|time:51,86495|1:2|2:14|3:24|4:1|5:1|6:0|7:0
|time:52,89909|1:2|2:13|3:21|4:1|5:1|6:0|7:0
|time:53,93274|1:3|2:16|3:24|4:2|5:1|6:0|7:0
|time:54,95976|1:3|2:13|3:26|4:2|5:1|6:0|7:0
|time:55,98835|1:3|2:16|3:15|4:2|5:1|6:0|7:0
|time:57,00584|1:3|2:17|3:14|4:2|5:1|6:0|7:0
|time:58,02671|1:3|2:25|3:20|4:2|5:1|6:0|7:0
|time:59,05793|1:3|2:22|3:18|4:2|5:1|6:0|7:0
|time:60,07961|1:3|2:18|3:15|4:2|5:1|6:0|7:0
|time:61,11384|1:3|2:18|3:15|4:2|5:1|6:0|7:0
|time:62,13435|1:3|2:21|3:16|4:2|5:1|6:0|7:0
|time:63,1661|1:3|2:21|3:13|4:2|5:1|6:0|7:0
|time:64,19792|1:3|2:18|3:18|4:2|5:1|6:0|7:0
|time:65,2288|1:3|2:20|3:18|4:2|5:1|6:0|7:0
|time:66,25447|1:3|2:23|3:15|4:2|5:1|6:0|7:0
|time:67,28589|1:3|2:16|3:15|4:2|5:1|6:0|7:0
|time:68,30598|1:3|2:17|3:16|4:2|5:1|6:0|7:0
|time:69,33295|1:3|2:22|3:15|4:2|5:1|6:0|7:0
|time:70,36455|1:3|2:22|3:22|4:2|5:1|6:0|7:0
|time:71,38368|1:3|2:23|3:17|4:2|5:1|6:0|7:0
|time:72,41754|1:3|2:20|3:13|4:2|5:1|6:0|7:0
|time:73,44543|1:3|2:19|3:21|4:2|5:1|6:0|7:0
|time:74,46656|1:3|2:21|3:22|4:2|5:1|6:0|7:0
|time:75,50208|1:3|2:19|3:16|4:2|5:1|6:0|7:0
|time:76,53193|1:3|2:19|3:21|4:2|5:1|6:0|7:0
|time:77,55035|1:3|2:21|3:27|4:2|5:1|6:0|7:0
|time:78,57502|1:3|2:20|3:19|4:2|5:1|6:0|7:0
|time:79,60785|1:3|2:20|3:17|4:2|5:1|6:0|7:0
|time:80,62917|1:3|2:17|3:16|4:2|5:1|6:0|7:0
|time:81,65702|1:3|2:23|3:15|4:2|5:1|6:0|7:0
|time:82,68588|1:3|2:18|3:16|4:2|5:1|6:0|7:0
|time:83,71585|1:3|2:21|3:13|4:2|5:1|6:0|7:0
|time:84,74247|1:3|2:19|3:18|4:2|5:1|6:0|7:0
|time:85,76944|1:3|2:19|3:16|4:2|5:1|6:0|7:0
|time:86,79076|1:3|2:18|3:18|4:2|5:1|6:0|7:0
|time:87,81082|1:3|2:17|3:22|4:2|5:1|6:0|7:0
|time:88,83559|1:3|2:14|3:24|4:2|5:1|6:0|7:0
|time:89,85773|1:3|2:20|3:21|4:2|5:1|6:0|7:0
|time:90,87918|1:3|2:18|3:15|4:2|5:1|6:0|7:0
|time:91,90279|1:3|2:22|3:14|4:2|5:1|6:0|7:0
|time:92,93291|1:3|2:15|3:19|4:2|5:1|6:0|7:0
|time:93,95751|1:3|2:17|3:15|4:2|5:1|6:0|7:0
|time:94,9847|1:3|2:11|3:18|4:2|5:1|6:0|7:0
|time:96,00412|1:3|2:15|3:21|4:2|5:1|6:0|7:0
|time:97,03001|1:3|2:18|3:17|4:2|5:1|6:0|7:0
|time:98,06416|1:3|2:16|3:19|4:2|5:1|6:0|7:0
|time:99,09956|1:3|2:21|3:22|4:2|5:1|6:0|7:0
|time:100,131|1:3|2:18|3:18|4:2|5:1|6:0|7:0
|time:101,1564|1:3|2:26|3:20|4:2|5:1|6:0|7:0
|time:102,1945|1:3|2:21|3:16|4:2|5:1|6:0|7:0
|time:103,2236|1:3|2:20|3:19|4:2|5:1|6:0|7:0
|time:104,2547|1:4|2:21|3:22|4:3|5:1|6:0|7:0
|time:105,2899|1:4|2:24|3:19|4:3|5:1|6:0|7:0
|time:106,3233|1:4|2:17|3:22|4:3|5:1|6:0|7:0
|time:107,3434|1:4|2:17|3:25|4:3|5:1|6:0|7:0
|time:108,365|1:4|2:21|3:26|4:3|5:1|6:0|7:0
|time:109,393|1:4|2:18|3:19|4:3|5:1|6:0|7:0
|time:110,4189|1:4|2:18|3:16|4:3|5:1|6:0|7:0
|time:111,4534|1:4|2:22|3:19|4:3|5:1|6:0|7:0
|time:112,4831|1:4|2:19|3:24|4:3|5:1|6:0|7:0
|time:113,5023|1:4|2:14|3:16|4:3|5:1|6:0|7:0
|time:114,5232|1:4|2:19|3:17|4:3|5:1|6:0|7:0
|time:115,5631|1:4|2:19|3:14|4:3|5:1|6:0|7:0
|time:116,6115|1:4|2:20|3:16|4:3|5:1|6:0|7:0
|time:117,6353|1:4|2:18|3:16|4:3|5:1|6:0|7:0
|time:118,6568|1:4|2:19|3:25|4:3|5:1|6:0|7:0
|time:119,6859|1:4|2:14|3:19|4:3|5:1|6:0|7:0
|time:120,7038|1:4|2:16|3:16|4:3|5:1|6:0|7:0
|time:121,737|1:4|2:13|3:19|4:3|5:1|6:0|7:0
|time:122,767|1:4|2:17|3:18|4:3|5:1|6:0|7:0
|time:123,8016|1:4|2:17|3:15|4:3|5:1|6:0|7:0
|time:124,8301|1:4|2:19|3:18|4:3|5:1|6:0|7:0
|time:125,8512|1:4|2:21|3:17|4:3|5:1|6:0|7:0
|time:126,8738|1:4|2:23|3:19|4:3|5:1|6:0|7:0
|time:127,8958|1:4|2:21|3:18|4:3|5:1|6:0|7:0
|time:128,9256|1:4|2:17|3:14|4:3|5:1|6:0|7:0
|time:129,954|1:4|2:18|3:15|4:3|5:1|6:0|7:0
|time:130,9888|1:4|2:19|3:20|4:3|5:1|6:0|7:0
|time:132,0159|1:4|2:15|3:13|4:3|5:1|6:0|7:0
|time:133,0382|1:4|2:14|3:14|4:3|5:1|6:0|7:0
|time:134,0685|1:4|2:13|3:19|4:3|5:1|6:0|7:0
|time:135,0968|1:4|2:15|3:16|4:3|5:1|6:0|7:0
|time:136,1284|1:4|2:16|3:14|4:3|5:1|6:0|7:0
|time:137,1471|1:4|2:17|3:16|4:3|5:1|6:0|7:0
|time:138,179|1:4|2:16|3:19|4:3|5:1|6:0|7:0
|time:139,2009|1:4|2:12|3:16|4:3|5:1|6:0|7:0
|time:140,2353|1:4|2:15|3:21|4:3|5:1|6:0|7:0
|time:141,2589|1:4|2:14|3:17|4:3|5:1|6:0|7:0
|time:142,2806|1:4|2:18|3:18|4:3|5:1|6:0|7:0
|time:143,3055|1:4|2:13|3:25|4:3|5:1|6:0|7:0
|time:144,3327|1:4|2:12|3:20|4:3|5:1|6:0|7:0
|time:145,3582|1:4|2:6|3:19|4:3|5:1|6:0|7:0
|time:146,3815|1:4|2:12|3:21|4:3|5:1|6:0|7:0
|time:147,4091|1:4|2:13|3:22|4:3|5:1|6:0|7:0
|time:148,4314|1:4|2:10|3:24|4:3|5:1|6:0|7:0
|time:149,4644|1:4|2:11|3:26|4:3|5:1|6:0|7:0
|time:150,4828|1:4|2:10|3:18|4:3|5:1|6:0|7:0
|time:151,5153|1:4|2:6|3:19|4:3|5:1|6:0|7:0
|time:152,5425|1:4|2:10|3:23|4:3|5:1|6:0|7:0
|time:153,5803|1:4|2:14|3:18|4:3|5:1|6:0|7:0
|time:154,6092|1:5|2:14|3:18|4:4|5:1|6:0|7:0
|time:155,6427|1:5|2:11|3:20|4:4|5:1|6:0|7:0
|time:156,6738|1:5|2:11|3:18|4:4|5:1|6:0|7:0
|time:157,7142|1:5|2:13|3:16|4:4|5:1|6:0|7:0
|time:158,7422|1:5|2:13|3:20|4:4|5:1|6:0|7:0
|time:159,7653|1:5|2:13|3:21|4:4|5:1|6:0|7:0
|time:160,7982|1:5|2:12|3:19|4:4|5:1|6:0|7:0
|time:161,8289|1:5|2:20|3:13|4:4|5:1|6:0|7:0
|time:162,8629|1:5|2:21|3:14|4:4|5:1|6:0|7:0
|time:163,8834|1:5|2:20|3:14|4:4|5:1|6:0|7:0
|time:164,9388|1:5|2:19|3:17|4:4|5:1|6:0|7:0
|time:165,9874|1:5|2:19|3:14|4:4|5:1|6:0|7:0
|time:167,0199|1:5|2:16|3:16|4:4|5:1|6:0|7:0
|time:168,0661|1:5|2:20|3:20|4:4|5:1|6:0|7:0
|time:169,0889|1:5|2:19|3:19|4:4|5:1|6:0|7:0
|time:170,1186|1:5|2:16|3:22|4:4|5:1|6:0|7:0
|time:171,1515|1:5|2:19|3:22|4:4|5:1|6:0|7:0
|time:172,176|1:5|2:19|3:24|4:4|5:1|6:0|7:0
|time:173,2082|1:5|2:15|3:19|4:4|5:1|6:0|7:0
|time:174,2419|1:5|2:19|3:18|4:4|5:1|6:0|7:0
|time:175,2673|1:5|2:13|3:16|4:4|5:1|6:0|7:0
|time:176,2883|1:5|2:18|3:19|4:4|5:1|6:0|7:0
|time:177,319|1:5|2:19|3:18|4:4|5:1|6:0|7:0
|time:178,3449|1:5|2:20|3:15|4:4|5:1|6:0|7:0
|time:179,3755|1:5|2:19|3:14|4:4|5:1|6:0|7:0
|time:180,4001|1:5|2:15|3:15|4:4|5:1|6:0|7:0
|time:181,4233|1:5|2:11|3:17|4:4|5:1|6:0|7:0
|time:182,4485|1:5|2:17|3:21|4:4|5:1|6:0|7:0
|time:183,4699|1:5|2:10|3:20|4:4|5:1|6:0|7:0
|time:184,4919|1:5|2:11|3:22|4:4|5:1|6:0|7:0
|time:185,5207|1:5|2:13|3:25|4:4|5:1|6:0|7:0
|time:186,5555|1:5|2:16|3:29|4:4|5:1|6:0|7:0
|time:187,5809|1:5|2:16|3:22|4:4|5:1|6:0|7:0
|time:188,5992|1:5|2:16|3:18|4:4|5:1|6:0|7:0
|time:189,6177|1:5|2:17|3:14|4:4|5:1|6:0|7:0
|time:190,6407|1:5|2:18|3:18|4:4|5:1|6:0|7:0
|time:191,6658|1:5|2:17|3:15|4:4|5:1|6:0|7:0
|time:192,6946|1:5|2:17|3:20|4:4|5:1|6:0|7:0
|time:193,7308|1:5|2:15|3:28|4:4|5:1|6:0|7:0
|time:194,7614|1:5|2:14|3:28|4:4|5:1|6:0|7:0
|time:195,786|1:5|2:13|3:26|4:4|5:1|6:0|7:0
|time:196,8233|1:5|2:17|3:27|4:4|5:1|6:0|7:0
|time:197,8622|1:5|2:16|3:22|4:4|5:1|6:0|7:0
|time:198,8978|1:5|2:19|3:25|4:4|5:1|6:0|7:0
|time:199,9198|1:5|2:19|3:17|4:4|5:1|6:0|7:0
|time:200,9478|1:5|2:22|3:19|4:4|5:1|6:0|7:0
|time:201,9726|1:5|2:18|3:13|4:4|5:1|6:0|7:0
|time:202,9972|1:5|2:17|3:23|4:4|5:1|6:0|7:0
|time:204,0215|1:6|2:18|3:24|4:5|5:1|6:0|7:0
|time:205,0483|1:6|2:16|3:27|4:5|5:1|6:0|7:0
|time:206,0786|1:6|2:13|3:25|4:5|5:1|6:0|7:0
|time:207,107|1:6|2:13|3:23|4:5|5:1|6:0|7:0
|time:208,1413|1:6|2:15|3:24|4:5|5:1|6:0|7:0
|time:209,1603|1:6|2:16|3:19|4:5|5:1|6:0|7:0
|time:210,1855|1:6|2:20|3:17|4:5|5:1|6:0|7:0
|time:211,2212|1:6|2:21|3:20|4:5|5:1|6:0|7:0
|time:212,2495|1:6|2:17|3:16|4:5|5:1|6:0|7:0
|time:213,282|1:6|2:19|3:12|4:5|5:1|6:0|7:0
|time:214,3084|1:6|2:17|3:16|4:5|5:1|6:0|7:0
|time:215,3397|1:6|2:17|3:17|4:5|5:1|6:0|7:0
|time:216,3743|1:6|2:20|3:21|4:5|5:1|6:0|7:0
|time:217,399|1:6|2:16|3:19|4:5|5:1|6:0|7:0
|time:218,4424|1:6|2:16|3:16|4:5|5:1|6:0|7:0
|time:219,4741|1:6|2:18|3:16|4:5|5:1|6:0|7:0
|time:220,5067|1:6|2:20|3:22|4:5|5:1|6:0|7:0
|time:221,5275|1:6|2:15|3:18|4:5|5:1|6:0|7:0
|time:222,5515|1:6|2:18|3:21|4:5|5:1|6:0|7:0
|time:223,5728|1:6|2:23|3:18|4:5|5:1|6:0|7:0
|time:224,6015|1:6|2:15|3:18|4:5|5:1|6:0|7:0
|time:225,6278|1:6|2:18|3:18|4:5|5:1|6:0|7:0
|time:226,654|1:6|2:11|3:18|4:5|5:1|6:0|7:0
|time:227,6766|1:6|2:10|3:21|4:5|5:1|6:0|7:0
|time:228,7047|1:6|2:17|3:14|4:5|5:1|6:0|7:0
|time:229,7404|1:6|2:15|3:14|4:5|5:1|6:0|7:0
|time:230,7735|1:6|2:14|3:20|4:5|5:1|6:0|7:0
|time:231,8072|1:6|2:17|3:13|4:5|5:1|6:0|7:0
|time:232,8385|1:6|2:14|3:17|4:5|5:1|6:0|7:0
|time:233,8619|1:6|2:10|3:15|4:5|5:1|6:0|7:0
|time:234,8861|1:6|2:15|3:16|4:5|5:1|6:0|7:0
|time:235,916|1:6|2:19|3:21|4:5|5:1|6:0|7:0
|time:236,942|1:6|2:17|3:18|4:5|5:1|6:0|7:0
|time:237,9614|1:6|2:17|3:21|4:5|5:1|6:0|7:0
|time:238,9862|1:6|2:20|3:21|4:5|5:1|6:0|7:0
|time:240,0186|1:6|2:18|3:18|4:5|5:1|6:0|7:0
|time:241,041|1:6|2:22|3:20|4:5|5:1|6:0|7:0
|time:242,06|1:6|2:20|3:15|4:5|5:1|6:0|7:0
|time:243,0891|1:6|2:24|3:19|4:5|5:1|6:0|7:0
|time:244,1237|1:6|2:21|3:22|4:5|5:1|6:0|7:0
|time:245,1479|1:6|2:13|3:18|4:5|5:1|6:0|7:0
|time:246,178|1:6|2:15|3:13|4:5|5:1|6:0|7:0
|time:247,2092|1:6|2:16|3:21|4:5|5:1|6:0|7:0
|time:248,2359|1:6|2:16|3:18|4:5|5:1|6:0|7:0
|time:249,2578|1:6|2:27|3:14|4:5|5:1|6:0|7:0
|time:250,288|1:6|2:21|3:13|4:5|5:1|6:0|7:0
|time:251,3186|1:6|2:23|3:15|4:5|5:1|6:0|7:0
|time:252,3528|1:6|2:22|3:12|4:5|5:1|6:0|7:0
|time:253,3853|1:6|2:23|3:14|4:5|5:1|6:0|7:0
|time:254,4234|1:7|2:33|3:22|4:6|5:1|6:0|7:0
|time:255,4501|1:7|2:24|3:24|4:6|5:1|6:0|7:0
|time:256,4817|1:7|2:16|3:19|4:6|5:1|6:0|7:0
|time:257,5158|1:7|2:16|3:18|4:6|5:1|6:0|7:0
|time:258,5418|1:7|2:15|3:21|4:6|5:1|6:0|7:0
|time:259,5746|1:7|2:18|3:20|4:6|5:1|6:0|7:0
|time:260,6049|1:7|2:18|3:23|4:6|5:1|6:0|7:0
|time:261,6416|1:7|2:16|3:20|4:6|5:1|6:0|7:0
|time:262,677|1:7|2:18|3:21|4:6|5:1|6:0|7:0
|time:263,7074|1:7|2:8|3:17|4:6|5:1|6:0|7:0
|time:264,7533|1:7|2:11|3:20|4:6|5:1|6:0|7:0
|time:265,7753|1:7|2:9|3:19|4:6|5:1|6:0|7:0
|time:266,8002|1:7|2:16|3:9|4:6|5:1|6:0|7:0
|time:267,8329|1:7|2:17|3:12|4:6|5:1|6:0|7:0
|time:268,8617|1:7|2:17|3:11|4:6|5:1|6:0|7:0
|time:269,8921|1:7|2:20|3:16|4:6|5:1|6:0|7:0
|time:270,9265|1:7|2:22|3:15|4:6|5:1|6:0|7:0
|time:271,951|1:7|2:19|3:19|4:6|5:1|6:0|7:0
|time:272,9875|1:7|2:20|3:17|4:6|5:1|6:0|7:0
|time:274,023|1:7|2:21|3:20|4:6|5:1|6:0|7:0
|time:275,0495|1:7|2:15|3:18|4:6|5:1|6:0|7:0
|time:276,0738|1:7|2:16|3:20|4:6|5:1|6:0|7:0
|time:277,1002|1:7|2:19|3:17|4:6|5:1|6:0|7:0
|time:278,1282|1:7|2:16|3:19|4:6|5:1|6:0|7:0
|time:279,1617|1:7|2:14|3:21|4:6|5:1|6:0|7:0
|time:280,1854|1:7|2:18|3:22|4:6|5:1|6:0|7:0
|time:281,2181|1:7|2:15|3:18|4:6|5:1|6:0|7:0
|time:282,2454|1:7|2:18|3:20|4:6|5:1|6:0|7:0
|time:283,2759|1:7|2:13|3:22|4:6|5:1|6:0|7:0
|time:284,3106|1:7|2:20|3:24|4:6|5:1|6:0|7:0
|time:285,3433|1:7|2:13|3:21|4:6|5:1|6:0|7:0
|time:286,3776|1:7|2:16|3:13|4:6|5:1|6:0|7:0
|time:287,4085|1:7|2:14|3:17|4:6|5:1|6:0|7:0
|time:288,4312|1:7|2:15|3:18|4:6|5:1|6:0|7:0
|time:289,4609|1:7|2:15|3:16|4:6|5:1|6:0|7:0
|time:290,4955|1:7|2:15|3:16|4:6|5:1|6:0|7:0
|time:291,5262|1:7|2:17|3:20|4:6|5:1|6:0|7:0
|time:292,55|1:7|2:16|3:18|4:6|5:1|6:0|7:0
|time:293,5699|1:7|2:15|3:16|4:6|5:1|6:0|7:0
|time:294,6027|1:7|2:17|3:17|4:6|5:1|6:0|7:0
|time:295,6343|1:6|2:15|3:19|4:6|5:0|6:0|7:0
|time:296,6683|1:6|2:9|3:23|4:6|5:0|6:0|7:0
|time:297,7069|1:6|2:11|3:24|4:6|5:0|6:0|7:0
|time:298,7281|1:6|2:11|3:18|4:6|5:0|6:0|7:0
|time:299,7605|1:6|2:15|3:19|4:6|5:0|6:0|7:0
|time:300,7855|1:6|2:19|3:23|4:6|5:0|6:0|7:0
|time:301,8058|1:6|2:22|3:17|4:6|5:0|6:0|7:0
|time:302,8338|1:6|2:22|3:14|4:6|5:0|6:0|7:0
|time:303,8701|1:5|2:16|3:15|4:5|5:0|6:0|7:0
|time:304,8952|1:5|2:17|3:15|4:5|5:0|6:0|7:0
|time:305,9329|1:5|2:16|3:17|4:5|5:0|6:0|7:0
|time:306,9688|1:5|2:23|3:15|4:5|5:0|6:0|7:0
|time:308,004|1:5|2:20|3:17|4:5|5:0|6:0|7:0
|time:309,0399|1:5|2:23|3:25|4:5|5:0|6:0|7:0
|time:310,0694|1:5|2:21|3:17|4:5|5:0|6:0|7:0
|time:311,0925|1:5|2:19|3:20|4:5|5:0|6:0|7:0
|time:312,1225|1:5|2:21|3:20|4:5|5:0|6:0|7:0
|time:313,1425|1:5|2:11|3:8|4:5|5:0|6:0|7:0
|time:314,174|1:5|2:16|3:15|4:5|5:0|6:0|7:0
|time:315,2018|1:5|2:18|3:19|4:5|5:0|6:0|7:0
|time:316,2228|1:5|2:16|3:23|4:5|5:0|6:0|7:0
|time:317,2498|1:5|2:12|3:23|4:5|5:0|6:0|7:0
|time:318,2869|1:5|2:11|3:19|4:5|5:0|6:0|7:0
|time:319,3115|1:5|2:10|3:16|4:5|5:0|6:0|7:0
|time:320,3434|1:5|2:11|3:19|4:5|5:0|6:0|7:0
|time:321,3746|1:5|2:13|3:17|4:5|5:0|6:0|7:0
|time:322,4048|1:5|2:14|3:12|4:5|5:0|6:0|7:0
|time:323,424|1:5|2:15|3:16|4:5|5:0|6:0|7:0
|time:324,4518|1:5|2:18|3:14|4:5|5:0|6:0|7:0
|time:325,4717|1:5|2:19|3:16|4:5|5:0|6:0|7:0
|time:326,4921|1:5|2:22|3:19|4:5|5:0|6:0|7:0
|time:327,5105|1:5|2:19|3:17|4:5|5:0|6:0|7:0
|time:328,5415|1:5|2:16|3:20|4:5|5:0|6:0|7:0
|time:329,5702|1:5|2:16|3:18|4:5|5:0|6:0|7:0
|time:330,5956|1:5|2:17|3:17|4:5|5:0|6:0|7:0
|time:331,6184|1:5|2:16|3:20|4:5|5:0|6:0|7:0
|time:332,6406|1:5|2:24|3:21|4:5|5:0|6:0|7:0
|time:333,673|1:5|2:14|3:21|4:5|5:0|6:0|7:0
|time:334,699|1:5|2:11|3:18|4:5|5:0|6:0|7:0
|time:335,7202|1:5|2:15|3:16|4:5|5:0|6:0|7:0
|time:336,7463|1:5|2:15|3:17|4:5|5:0|6:0|7:0
|time:337,7681|1:5|2:18|3:20|4:5|5:0|6:0|7:0
|time:338,7923|1:5|2:10|3:20|4:5|5:0|6:0|7:0
|time:339,8254|1:5|2:14|3:21|4:5|5:0|6:0|7:0
|time:340,8471|1:5|2:10|3:19|4:5|5:0|6:0|7:0
|time:341,8673|1:5|2:6|3:27|4:5|5:0|6:0|7:0
|time:342,8983|1:5|2:10|3:22|4:5|5:0|6:0|7:0
|time:343,927|1:5|2:15|3:26|4:5|5:0|6:0|7:0
|time:344,9469|1:5|2:11|3:22|4:5|5:0|6:0|7:0
|time:345,9721|1:5|2:14|3:28|4:5|5:0|6:0|7:0
|time:346,9984|1:5|2:20|3:22|4:5|5:0|6:0|7:0
|time:348,0311|1:5|2:12|3:23|4:5|5:0|6:0|7:0
|time:349,0616|1:5|2:16|3:24|4:5|5:0|6:0|7:0
|time:350,093|1:5|2:14|3:21|4:5|5:0|6:0|7:0
|time:351,1158|1:5|2:17|3:21|4:5|5:0|6:0|7:0
|time:352,1406|1:5|2:24|3:23|4:5|5:0|6:0|7:0
|time:353,1626|1:5|2:19|3:18|4:5|5:0|6:0|7:0
|time:354,1935|1:5|2:19|3:22|4:5|5:0|6:0|7:0
|time:355,2215|1:5|2:17|3:16|4:5|5:0|6:0|7:0
|time:356,2564|1:5|2:16|3:17|4:5|5:0|6:0|7:0
|time:357,2937|1:5|2:19|3:21|4:5|5:0|6:0|7:0
|time:358,3252|1:4|2:20|3:21|4:4|5:0|6:0|7:0
|time:359,3645|1:4|2:23|3:18|4:4|5:0|6:0|7:0
|time:360,3924|1:4|2:25|3:19|4:4|5:0|6:0|7:0
|time:361,4258|1:4|2:22|3:20|4:4|5:0|6:0|7:0
|time:362,4577|1:4|2:22|3:22|4:4|5:0|6:0|7:0
|time:363,4919|1:4|2:14|3:17|4:4|5:0|6:0|7:0
|time:364,5111|1:4|2:16|3:20|4:4|5:0|6:0|7:0
|time:365,5385|1:4|2:16|3:14|4:4|5:0|6:0|7:0
|time:366,5648|1:4|2:20|3:19|4:4|5:0|6:0|7:0
|time:367,5829|1:4|2:20|3:19|4:4|5:0|6:0|7:0
|time:368,6038|1:4|2:21|3:19|4:4|5:0|6:0|7:0
|time:369,6339|1:4|2:22|3:17|4:4|5:0|6:0|7:0
|time:370,6589|1:4|2:19|3:21|4:4|5:0|6:0|7:0
|time:371,6874|1:4|2:21|3:20|4:4|5:0|6:0|7:0
|time:372,7709|1:4|2:16|3:16|4:4|5:0|6:0|7:0
|time:373,8015|1:4|2:20|3:20|4:4|5:0|6:0|7:0
|time:374,8291|1:4|2:17|3:16|4:4|5:0|6:0|7:0
|time:375,8542|1:4|2:20|3:21|4:4|5:0|6:0|7:0
|time:376,8771|1:4|2:17|3:26|4:4|5:0|6:0|7:0
|time:377,9045|1:4|2:10|3:22|4:4|5:0|6:0|7:0
|time:378,9372|1:4|2:9|3:19|4:4|5:0|6:0|7:0
|time:379,9728|1:4|2:12|3:25|4:4|5:0|6:0|7:0
|time:381,0041|1:4|2:13|3:20|4:4|5:0|6:0|7:0
|time:382,0339|1:4|2:15|3:24|4:4|5:0|6:0|7:0
|time:383,0645|1:4|2:14|3:27|4:4|5:0|6:0|7:0
|time:384,086|1:4|2:13|3:22|4:4|5:0|6:0|7:0
|time:385,1075|1:4|2:16|3:19|4:4|5:0|6:0|7:0
|time:386,1273|1:4|2:15|3:17|4:4|5:0|6:0|7:0
|time:387,149|1:4|2:18|3:16|4:4|5:0|6:0|7:0
|time:388,1766|1:4|2:21|3:20|4:4|5:0|6:0|7:0
|time:389,2094|1:4|2:22|3:13|4:4|5:0|6:0|7:0
|time:390,226|1:4|2:19|3:12|4:4|5:0|6:0|7:0
|time:391,2556|1:4|2:18|3:6|4:4|5:0|6:0|7:0
|time:392,2873|1:4|2:11|3:6|4:4|5:0|6:0|7:0
|time:393,3144|1:4|2:16|3:7|4:4|5:0|6:0|7:0
|time:394,3344|1:4|2:16|3:10|4:4|5:0|6:0|7:0
|time:395,3687|1:4|2:20|3:14|4:4|5:0|6:0|7:0
|time:396,3991|1:4|2:22|3:14|4:4|5:0|6:0|7:0
|time:397,4285|1:4|2:22|3:11|4:4|5:0|6:0|7:0
|time:398,4511|1:4|2:22|3:13|4:4|5:0|6:0|7:0
|time:399,4755|1:4|2:18|3:16|4:4|5:0|6:0|7:0
