|time:0|1:2|2:0|3:0|4:1|5:1|6:0|7:0|8:330
|time:30,3234|1:2|2:14|3:8|4:1|5:1|6:0|7:0|8:330
|time:31,79996|1:2|2:14|3:8|4:1|5:1|6:0|7:0|8:330
|time:33,30952|1:2|2:15|3:9|4:1|5:1|6:0|7:0|8:330
|time:34,58189|1:2|2:15|3:9|4:1|5:1|6:0|7:0|8:330
|time:35,97245|1:2|2:16|3:11|4:1|5:1|6:0|7:0|8:330
|time:37,22538|1:2|2:16|3:9|4:1|5:1|6:0|7:0|8:330
|time:38,49253|1:2|2:10|3:10|4:1|5:1|6:0|7:0|8:330
|time:39,90959|1:2|2:10|3:11|4:1|5:1|6:0|7:0|8:330
|time:41,29055|1:2|2:10|3:9|4:1|5:1|6:0|7:0|8:330
|time:42,57352|1:2|2:11|3:9|4:1|5:1|6:0|7:0|8:330
|time:44,04814|1:2|2:10|3:10|4:1|5:1|6:0|7:0|8:330
|time:45,52464|1:2|2:10|3:9|4:1|5:1|6:0|7:0|8:330
|time:46,98578|1:2|2:9|3:9|4:1|5:1|6:0|7:0|8:330
|time:48,41251|1:2|2:9|3:9|4:1|5:1|6:0|7:0|8:330
|time:49,8985|1:2|2:11|3:9|4:1|5:1|6:0|7:0|8:330
|time:51,15197|1:2|2:9|3:9|4:1|5:1|6:0|7:0|8:330
|time:52,42582|1:3|2:9|3:8|4:1|5:2|6:0|7:0|8:330
|time:53,7312|1:3|2:11|3:9|4:1|5:2|6:0|7:0|8:330
|time:55,16744|1:3|2:12|3:9|4:1|5:2|6:0|7:0|8:330
|time:56,68182|1:3|2:13|3:10|4:1|5:2|6:0|7:0|8:330
|time:58,19324|1:3|2:13|3:10|4:1|5:2|6:0|7:0|8:330
|time:60,35308|1:3|2:13|3:10|4:1|5:2|6:0|7:0|8:330
|time:61,74884|1:3|2:13|3:10|4:1|5:2|6:0|7:0|8:330
|time:63,04513|1:3|2:13|3:11|4:1|5:2|6:0|7:0|8:330
|time:64,53077|1:3|2:14|3:9|4:1|5:2|6:0|7:0|8:330
|time:65,81929|1:3|2:11|3:10|4:1|5:2|6:0|7:0|8:330
|time:67,07202|1:3|2:12|3:10|4:1|5:2|6:0|7:0|8:330
|time:68,59504|1:3|2:11|3:13|4:1|5:2|6:0|7:0|8:330
|time:69,95444|1:3|2:12|3:11|4:1|5:2|6:0|7:0|8:330
|time:71,26894|1:3|2:14|3:11|4:1|5:2|6:0|7:0|8:330
|time:72,5447|1:3|2:14|3:10|4:1|5:2|6:0|7:0|8:330
|time:73,84429|1:3|2:12|3:9|4:1|5:2|6:0|7:0|8:330
|time:75,15607|1:3|2:13|3:9|4:1|5:2|6:0|7:0|8:330
|time:76,44375|1:3|2:13|3:9|4:1|5:2|6:0|7:0|8:330
|time:77,77576|1:3|2:13|3:9|4:1|5:2|6:0|7:0|8:330
|time:79,07114|1:3|2:11|3:9|4:1|5:2|6:0|7:0|8:330
|time:80,31287|1:3|2:11|3:9|4:1|5:2|6:0|7:0|8:330
|time:81,56086|1:3|2:11|3:9|4:1|5:2|6:0|7:0|8:330
|time:83,06552|1:3|2:12|3:10|4:1|5:2|6:0|7:0|8:330
|time:84,3757|1:3|2:12|3:11|4:1|5:2|6:0|7:0|8:330
|time:85,71126|1:3|2:11|3:11|4:1|5:2|6:0|7:0|8:330
|time:87,22114|1:3|2:11|3:10|4:1|5:2|6:0|7:0|8:330
|time:88,49889|1:3|2:11|3:10|4:1|5:2|6:0|7:0|8:330
|time:89,98954|1:3|2:12|3:10|4:1|5:2|6:0|7:0|8:330
|time:91,49355|1:3|2:12|3:10|4:1|5:2|6:0|7:0|8:330
|time:92,84248|1:3|2:13|3:11|4:1|5:2|6:0|7:0|8:330
|time:94,19959|1:3|2:12|3:9|4:1|5:2|6:0|7:0|8:330
|time:95,48801|1:3|2:12|3:8|4:1|5:2|6:0|7:0|8:330
|time:96,75671|1:3|2:14|3:8|4:1|5:2|6:0|7:0|8:330
|time:98,06629|1:3|2:14|3:8|4:1|5:2|6:0|7:0|8:330
|time:99,39209|1:3|2:11|3:8|4:1|5:2|6:0|7:0|8:330
|time:100,9146|1:3|2:13|3:9|4:1|5:2|6:0|7:0|8:330
|time:102,2724|1:3|2:12|3:8|4:1|5:2|6:0|7:0|8:330
|time:103,544|1:3|2:13|3:9|4:1|5:2|6:0|7:0|8:330
|time:104,8294|1:3|2:11|3:7|4:1|5:2|6:0|7:0|8:330
|time:106,2043|1:3|2:12|3:8|4:1|5:2|6:0|7:0|8:330
|time:107,5959|1:3|2:9|3:7|4:1|5:2|6:0|7:0|8:330
|time:109,0381|1:4|2:9|3:7|4:1|5:3|6:0|7:0|8:330
|time:110,5625|1:5|2:10|3:6|4:1|5:4|6:0|7:0|8:330
|time:112,1906|1:5|2:10|3:6|4:1|5:4|6:0|7:0|8:330
|time:113,8404|1:5|2:10|3:6|4:1|5:4|6:0|7:0|8:330
|time:115,3278|1:5|2:11|3:6|4:1|5:4|6:0|7:0|8:330
|time:116,7957|1:5|2:11|3:6|4:1|5:4|6:0|7:0|8:330
|time:118,4248|1:5|2:11|3:7|4:1|5:4|6:0|7:0|8:330
|time:119,7635|1:5|2:12|3:6|4:1|5:4|6:0|7:0|8:330
|time:121,1586|1:5|2:13|3:7|4:1|5:4|6:0|7:0|8:330
|time:122,7834|1:5|2:11|3:6|4:1|5:4|6:0|7:0|8:330
|time:124,6694|1:5|2:11|3:5|4:1|5:4|6:0|7:0|8:330
|time:126,2186|1:5|2:14|3:5|4:1|5:4|6:0|7:0|8:330
|time:127,7335|1:5|2:15|3:6|4:1|5:4|6:0|7:0|8:330
|time:129,2288|1:5|2:12|3:5|4:1|5:4|6:0|7:0|8:330
|time:130,8898|1:5|2:13|3:5|4:1|5:4|6:0|7:0|8:330
|time:132,7226|1:5|2:11|3:5|4:1|5:4|6:0|7:0|8:330
|time:134,2713|1:5|2:11|3:7|4:1|5:4|6:0|7:0|8:330
|time:135,8371|1:5|2:10|3:6|4:1|5:4|6:0|7:0|8:330
|time:137,3708|1:5|2:7|3:4|4:1|5:4|6:0|7:0|8:330
|time:138,8411|1:5|2:8|3:3|4:1|5:4|6:0|7:0|8:330
|time:140,3219|1:5|2:8|3:3|4:1|5:4|6:0|7:0|8:330
|time:141,8347|1:5|2:10|3:4|4:1|5:4|6:0|7:0|8:330
|time:143,3756|1:5|2:8|3:4|4:1|5:4|6:0|7:0|8:330
|time:144,9299|1:4|2:7|3:5|4:1|5:3|6:0|7:0|8:330
|time:146,3156|1:4|2:7|3:4|4:1|5:3|6:0|7:0|8:330
|time:147,6864|1:4|2:7|3:4|4:1|5:3|6:0|7:0|8:330
|time:149,0951|1:4|2:5|3:3|4:1|5:3|6:0|7:0|8:330
|time:150,379|1:4|2:6|3:4|4:1|5:3|6:0|7:0|8:330
|time:151,7272|1:4|2:7|3:4|4:1|5:3|6:0|7:0|8:330
|time:153,216|1:4|2:8|3:5|4:1|5:3|6:0|7:0|8:330
|time:154,5084|1:4|2:7|3:5|4:1|5:3|6:0|7:0|8:330
|time:155,9276|1:4|2:6|3:5|4:1|5:3|6:0|7:0|8:330
|time:157,3481|1:4|2:6|3:5|4:1|5:3|6:0|7:0|8:330
|time:159,1074|1:3|2:5|3:5|4:1|5:2|6:0|7:0|8:330
|time:160,4269|1:3|2:6|3:5|4:1|5:2|6:0|7:0|8:330
|time:161,749|1:4|2:6|3:4|4:1|5:3|6:0|7:0|8:330
|time:163,2181|1:4|2:6|3:4|4:1|5:3|6:0|7:0|8:330
|time:164,7688|1:5|2:6|3:5|4:1|5:4|6:0|7:0|8:330
|time:166,309|1:5|2:6|3:6|4:1|5:4|6:0|7:0|8:330
|time:167,9826|1:5|2:7|3:6|4:1|5:4|6:0|7:0|8:330
|time:169,3297|1:5|2:8|3:6|4:1|5:4|6:0|7:0|8:330
|time:170,9465|1:5|2:8|3:6|4:1|5:4|6:0|7:0|8:330
|time:172,2572|1:5|2:8|3:7|4:1|5:4|6:0|7:0|8:330
|time:173,8446|1:5|2:7|3:8|4:1|5:4|6:0|7:0|8:330
|time:175,1896|1:5|2:7|3:8|4:1|5:4|6:0|7:0|8:330
|time:176,6998|1:5|2:9|3:9|4:1|5:4|6:0|7:0|8:330
|time:178,3069|1:5|2:10|3:9|4:1|5:4|6:0|7:0|8:330
|time:180,3456|1:5|2:8|3:9|4:1|5:4|6:0|7:0|8:330
|time:181,863|1:5|2:7|3:8|4:1|5:4|6:0|7:0|8:330
|time:183,298|1:5|2:8|3:8|4:1|5:4|6:0|7:0|8:330
|time:184,7254|1:5|2:8|3:8|4:1|5:4|6:0|7:0|8:330
|time:186,2087|1:5|2:8|3:8|4:1|5:4|6:0|7:0|8:330
|time:187,6134|1:5|2:7|3:9|4:1|5:4|6:0|7:0|8:330
|time:188,9933|1:5|2:7|3:9|4:1|5:4|6:0|7:0|8:330
|time:190,4544|1:5|2:8|3:9|4:1|5:4|6:0|7:0|8:330
|time:191,8589|1:5|2:7|3:9|4:1|5:4|6:0|7:0|8:330
|time:193,2117|1:5|2:7|3:9|4:1|5:4|6:0|7:0|8:330
|time:194,8248|1:5|2:6|3:9|4:1|5:4|6:0|7:0|8:330
|time:196,2214|1:5|2:5|3:9|4:1|5:4|6:0|7:0|8:330
|time:197,6647|1:5|2:5|3:8|4:1|5:4|6:0|7:0|8:330
|time:199,0776|1:5|2:5|3:9|4:1|5:4|6:0|7:0|8:330
|time:200,4373|1:5|2:5|3:9|4:1|5:4|6:0|7:0|8:330
|time:202,0635|1:5|2:5|3:10|4:1|5:4|6:0|7:0|8:330
|time:203,5131|1:5|2:4|3:10|4:1|5:4|6:0|7:0|8:330
|time:205,0193|1:5|2:4|3:9|4:1|5:4|6:0|7:0|8:330
|time:206,4638|1:5|2:4|3:10|4:1|5:4|6:0|7:0|8:330
|time:207,9001|1:5|2:5|3:6|4:1|5:4|6:0|7:0|8:330
|time:209,3593|1:5|2:5|3:6|4:1|5:4|6:0|7:0|8:330
|time:211,0782|1:5|2:5|3:5|4:1|5:4|6:0|7:0|8:330
|time:212,4934|1:4|2:4|3:6|4:1|5:3|6:0|7:0|8:330
|time:213,8437|1:4|2:4|3:5|4:1|5:3|6:0|7:0|8:330
|time:215,1248|1:4|2:3|3:5|4:1|5:3|6:0|7:0|8:330
|time:216,4533|1:4|2:3|3:4|4:1|5:3|6:0|7:0|8:330
|time:217,7735|1:4|2:3|3:5|4:1|5:3|6:0|7:0|8:330
|time:219,2086|1:4|2:3|3:5|4:1|5:3|6:0|7:0|8:330
|time:220,6389|1:3|2:2|3:4|4:1|5:2|6:0|7:0|8:330
|time:221,9101|1:2|2:2|3:6|4:1|5:1|6:0|7:0|8:330
|time:223,3424|1:2|2:3|3:6|4:1|5:1|6:0|7:0|8:330
|time:224,835|1:2|2:2|3:7|4:1|5:1|6:0|7:0|8:330
|time:226,1497|1:3|2:2|3:7|4:2|5:1|6:0|7:0|8:330
|time:227,4658|1:3|2:3|3:8|4:2|5:1|6:0|7:0|8:330
|time:228,8028|1:3|2:3|3:9|4:2|5:1|6:0|7:0|8:330
|time:230,1174|1:3|2:3|3:10|4:2|5:1|6:0|7:0|8:330
|time:231,6607|1:3|2:5|3:11|4:2|5:1|6:0|7:0|8:330
|time:232,9584|1:3|2:5|3:12|4:2|5:1|6:0|7:0|8:330
|time:234,2435|1:3|2:4|3:12|4:2|5:1|6:0|7:0|8:330
|time:235,5549|1:3|2:4|3:11|4:2|5:1|6:0|7:0|8:330
|time:236,8591|1:3|2:5|3:11|4:2|5:1|6:0|7:0|8:330
|time:238,1555|1:3|2:5|3:11|4:2|5:1|6:0|7:0|8:330
|time:239,4652|1:3|2:5|3:11|4:2|5:1|6:0|7:0|8:330
|time:240,7715|1:3|2:5|3:12|4:2|5:1|6:0|7:0|8:330
|time:242,0775|1:3|2:6|3:10|4:2|5:1|6:0|7:0|8:330
|time:243,4045|1:3|2:7|3:9|4:2|5:1|6:0|7:0|8:330
|time:244,7479|1:3|2:7|3:10|4:2|5:1|6:0|7:0|8:330
|time:246,0583|1:3|2:7|3:10|4:2|5:1|6:0|7:0|8:330
|time:247,366|1:3|2:7|3:9|4:2|5:1|6:0|7:0|8:330
|time:248,6741|1:3|2:9|3:11|4:2|5:1|6:0|7:0|8:330
|time:250,0163|1:3|2:10|3:9|4:2|5:1|6:0|7:0|8:330
|time:251,4233|1:3|2:10|3:8|4:2|5:1|6:0|7:0|8:330
|time:252,8936|1:3|2:10|3:8|4:2|5:1|6:0|7:0|8:330
|time:254,1941|1:3|2:10|3:8|4:2|5:1|6:0|7:0|8:330
|time:255,4591|1:3|2:10|3:8|4:2|5:1|6:0|7:0|8:330
|time:256,7429|1:3|2:10|3:8|4:2|5:1|6:0|7:0|8:330
|time:258,2065|1:3|2:9|3:8|4:2|5:1|6:0|7:0|8:330
|time:259,5552|1:3|2:11|3:7|4:2|5:1|6:0|7:0|8:330
|time:260,8669|1:3|2:9|3:8|4:2|5:1|6:0|7:0|8:330
|time:262,205|1:3|2:9|3:8|4:2|5:1|6:0|7:0|8:330
|time:263,55|1:3|2:9|3:9|4:2|5:1|6:0|7:0|8:330
|time:264,9032|1:3|2:9|3:8|4:2|5:1|6:0|7:0|8:330
|time:266,2049|1:3|2:8|3:8|4:2|5:1|6:0|7:0|8:330
|time:267,4985|1:3|2:8|3:8|4:2|5:1|6:0|7:0|8:330
|time:268,8189|1:3|2:8|3:7|4:2|5:1|6:0|7:0|8:330
|time:270,0775|1:3|2:8|3:7|4:2|5:1|6:0|7:0|8:330
|time:271,5788|1:3|2:8|3:9|4:2|5:1|6:0|7:0|8:330
|time:272,8362|1:3|2:8|3:10|4:2|5:1|6:0|7:0|8:330
|time:274,1018|1:3|2:9|3:10|4:2|5:1|6:0|7:0|8:330
|time:275,4158|1:3|2:8|3:10|4:2|5:1|6:0|7:0|8:330
|time:276,7922|1:4|2:8|3:9|4:2|5:2|6:0|7:0|8:330
|time:278,5855|1:4|2:7|3:8|4:2|5:2|6:0|7:0|8:330
|time:279,9667|1:4|2:7|3:6|4:2|5:2|6:0|7:0|8:330
|time:281,7006|1:4|2:8|3:6|4:2|5:2|6:0|7:0|8:330
|time:283,1083|1:4|2:7|3:5|4:2|5:2|6:0|7:0|8:330
|time:284,7226|1:4|2:8|3:5|4:2|5:2|6:0|7:0|8:330
|time:286,3145|1:4|2:8|3:5|4:2|5:2|6:0|7:0|8:330
|time:287,667|1:4|2:6|3:6|4:2|5:2|6:0|7:0|8:330
|time:289,067|1:4|2:7|3:4|4:2|5:2|6:0|7:0|8:330
|time:290,4286|1:4|2:9|3:4|4:2|5:2|6:0|7:0|8:330
|time:291,7514|1:4|2:9|3:3|4:2|5:2|6:0|7:0|8:330
|time:297,1422|1:4|2:10|3:5|4:2|5:2|6:0|7:0|8:330
|time:298,5499|1:4|2:8|3:5|4:2|5:2|6:0|7:0|8:330
|time:300,0576|1:4|2:8|3:4|4:2|5:2|6:0|7:0|8:330
|time:301,5314|1:4|2:7|3:4|4:2|5:2|6:0|7:0|8:330
|time:303,4319|1:4|2:7|3:4|4:2|5:2|6:0|7:0|8:330
|time:304,7856|1:3|2:8|3:4|4:1|5:2|6:0|7:0|8:330
|time:306,0892|1:3|2:9|3:5|4:1|5:2|6:0|7:0|8:330
|time:307,5029|1:3|2:12|3:5|4:1|5:2|6:0|7:0|8:330
|time:308,9361|1:3|2:10|3:4|4:1|5:2|6:0|7:0|8:330
|time:310,2742|1:3|2:12|3:5|4:1|5:2|6:0|7:0|8:330
|time:311,6211|1:3|2:9|3:6|4:1|5:2|6:0|7:0|8:330
|time:312,9573|1:3|2:8|3:6|4:1|5:2|6:0|7:0|8:330
|time:314,2885|1:3|2:9|3:6|4:1|5:2|6:0|7:0|8:330
|time:315,6373|1:3|2:9|3:7|4:1|5:2|6:0|7:0|8:330
|time:317,0533|1:3|2:10|3:8|4:1|5:2|6:0|7:0|8:330
|time:318,3014|1:3|2:9|3:8|4:1|5:2|6:0|7:0|8:330
|time:319,6506|1:3|2:8|3:6|4:1|5:2|6:0|7:0|8:330
|time:320,9719|1:3|2:10|3:6|4:1|5:2|6:0|7:0|8:330
|time:322,3307|1:3|2:11|3:5|4:1|5:2|6:0|7:0|8:330
|time:323,6499|1:3|2:13|3:6|4:1|5:2|6:0|7:0|8:330
|time:325,0398|1:3|2:13|3:7|4:1|5:2|6:0|7:0|8:330
|time:326,3842|1:3|2:14|3:8|4:1|5:2|6:0|7:0|8:330
|time:327,7624|1:3|2:14|3:9|4:1|5:2|6:0|7:0|8:330
|time:329,1564|1:3|2:13|3:11|4:1|5:2|6:0|7:0|8:330
|time:330,6105|1:3|2:12|3:12|4:1|5:2|6:0|7:0|8:330
|time:331,8294|1:4|2:11|3:9|4:2|5:2|6:0|7:0|8:330
|time:333,039|1:4|2:13|3:9|4:2|5:2|6:0|7:0|8:330
|time:334,2405|1:4|2:14|3:10|4:2|5:2|6:0|7:0|8:330
|time:335,461|1:4|2:13|3:10|4:2|5:2|6:0|7:0|8:330
|time:336,6211|1:4|2:12|3:9|4:2|5:2|6:0|7:0|8:330
|time:337,7636|1:5|2:12|3:9|4:3|5:2|6:0|7:0|8:330
|time:338,908|1:5|2:13|3:11|4:3|5:2|6:0|7:0|8:330
|time:340,0056|1:5|2:15|3:12|4:3|5:2|6:0|7:0|8:330
|time:341,1676|1:5|2:11|3:10|4:3|5:2|6:0|7:0|8:330
|time:342,339|1:5|2:14|3:10|4:3|5:2|6:0|7:0|8:330
|time:343,4738|1:5|2:15|3:9|4:3|5:2|6:0|7:0|8:330
|time:344,6583|1:5|2:13|3:10|4:3|5:2|6:0|7:0|8:330
|time:345,7738|1:5|2:14|3:12|4:3|5:2|6:0|7:0|8:330
|time:346,918|1:5|2:14|3:10|4:3|5:2|6:0|7:0|8:330
|time:348,0072|1:5|2:15|3:8|4:3|5:2|6:0|7:0|8:330
|time:349,1459|1:5|2:15|3:9|4:3|5:2|6:0|7:0|8:330
|time:350,3311|1:5|2:15|3:10|4:3|5:2|6:0|7:0|8:330
|time:351,474|1:5|2:15|3:11|4:3|5:2|6:0|7:0|8:330
|time:352,6306|1:5|2:14|3:10|4:3|5:2|6:0|7:0|8:330
|time:353,7599|1:5|2:14|3:8|4:3|5:2|6:0|7:0|8:330
|time:354,889|1:5|2:13|3:10|4:3|5:2|6:0|7:0|8:330
|time:356,0452|1:5|2:14|3:9|4:3|5:2|6:0|7:0|8:330
|time:357,1819|1:5|2:13|3:10|4:3|5:2|6:0|7:0|8:330
|time:358,325|1:5|2:14|3:11|4:3|5:2|6:0|7:0|8:330
|time:359,456|1:5|2:13|3:11|4:3|5:2|6:0|7:0|8:330
|time:360,6622|1:5|2:15|3:12|4:3|5:2|6:0|7:0|8:330
|time:361,7772|1:5|2:13|3:13|4:3|5:2|6:0|7:0|8:330
|time:362,9976|1:5|2:15|3:14|4:3|5:2|6:0|7:0|8:330
|time:364,1353|1:5|2:13|3:15|4:3|5:2|6:0|7:0|8:330
|time:365,2458|1:5|2:13|3:15|4:3|5:2|6:0|7:0|8:330
|time:366,4207|1:5|2:14|3:13|4:3|5:2|6:0|7:0|8:330
|time:367,5986|1:5|2:15|3:15|4:3|5:2|6:0|7:0|8:330
|time:368,7246|1:5|2:15|3:16|4:3|5:2|6:0|7:0|8:330
|time:369,8347|1:5|2:16|3:17|4:3|5:2|6:0|7:0|8:330
|time:371,031|1:5|2:13|3:17|4:3|5:2|6:0|7:0|8:330
|time:372,2147|1:5|2:14|3:20|4:3|5:2|6:0|7:0|8:330
|time:373,4188|1:5|2:12|3:17|4:3|5:2|6:0|7:0|8:330
|time:374,5938|1:5|2:10|3:14|4:3|5:2|6:0|7:0|8:330
|time:375,7502|1:5|2:8|3:9|4:3|5:2|6:0|7:0|8:330
|time:376,8452|1:5|2:8|3:9|4:3|5:2|6:0|7:0|8:330
|time:377,9646|1:5|2:8|3:13|4:3|5:2|6:0|7:0|8:330
|time:379,1031|1:5|2:8|3:9|4:3|5:2|6:0|7:0|8:330
|time:380,2308|1:5|2:10|3:10|4:3|5:2|6:0|7:0|8:330
|time:381,3863|1:5|2:8|3:9|4:3|5:2|6:0|7:0|8:330
|time:382,487|1:5|2:8|3:7|4:3|5:2|6:0|7:0|8:330
|time:383,629|1:6|2:11|3:9|4:4|5:2|6:0|7:0|8:330
|time:384,7889|1:6|2:11|3:9|4:4|5:2|6:0|7:0|8:330
|time:385,898|1:6|2:11|3:6|4:4|5:2|6:0|7:0|8:330
|time:387,0781|1:6|2:12|3:7|4:4|5:2|6:0|7:0|8:330
|time:388,2845|1:7|2:10|3:8|4:4|5:3|6:0|7:0|8:330
|time:389,4169|1:7|2:11|3:8|4:4|5:3|6:0|7:0|8:330
|time:390,5738|1:7|2:10|3:8|4:4|5:3|6:0|7:0|8:330
|time:391,6888|1:7|2:11|3:9|4:4|5:3|6:0|7:0|8:330
|time:392,8107|1:7|2:13|3:11|4:4|5:3|6:0|7:0|8:330
|time:393,975|1:7|2:11|3:9|4:4|5:3|6:0|7:0|8:330
|time:395,0738|1:7|2:11|3:8|4:4|5:3|6:0|7:0|8:330
|time:396,2314|1:7|2:9|3:9|4:4|5:3|6:0|7:0|8:330
|time:397,3442|1:7|2:8|3:8|4:4|5:3|6:0|7:0|8:330
|time:398,4994|1:7|2:8|3:8|4:4|5:3|6:0|7:0|8:330
|time:399,6792|1:7|2:7|3:10|4:4|5:3|6:0|7:0|8:330
|time:400,8185|1:7|2:7|3:9|4:4|5:3|6:0|7:0|8:330
|time:401,9864|1:7|2:8|3:10|4:4|5:3|6:0|7:0|8:330
|time:403,1086|1:7|2:10|3:10|4:4|5:3|6:0|7:0|8:330
|time:404,2258|1:7|2:10|3:10|4:4|5:3|6:0|7:0|8:330
|time:405,3856|1:7|2:9|3:10|4:4|5:3|6:0|7:0|8:330
|time:406,5278|1:7|2:9|3:10|4:4|5:3|6:0|7:0|8:330
|time:407,6277|1:7|2:9|3:10|4:4|5:3|6:0|7:0|8:330
|time:408,7575|1:7|2:10|3:10|4:4|5:3|6:0|7:0|8:330
|time:409,8905|1:7|2:11|3:10|4:4|5:3|6:0|7:0|8:330
|time:411,0211|1:7|2:11|3:13|4:4|5:3|6:0|7:0|8:330
|time:412,6047|1:7|2:13|3:11|4:4|5:3|6:0|7:0|8:330
|time:413,7343|1:7|2:11|3:13|4:4|5:3|6:0|7:0|8:330
|time:414,8545|1:7|2:11|3:13|4:4|5:3|6:0|7:0|8:330
|time:416,0218|1:7|2:8|3:11|4:4|5:3|6:0|7:0|8:330
|time:417,1898|1:7|2:8|3:12|4:4|5:3|6:0|7:0|8:330
|time:418,3676|1:7|2:9|3:12|4:4|5:3|6:0|7:0|8:330
|time:419,4883|1:7|2:10|3:13|4:4|5:3|6:0|7:0|8:330
|time:420,6295|1:7|2:12|3:13|4:4|5:3|6:0|7:0|8:330
|time:421,7984|1:7|2:9|3:10|4:4|5:3|6:0|7:0|8:330
|time:422,9626|1:7|2:6|3:10|4:4|5:3|6:0|7:0|8:330
|time:424,1531|1:7|2:7|3:10|4:4|5:3|6:0|7:0|8:330
|time:425,2859|1:7|2:8|3:11|4:4|5:3|6:0|7:0|8:330
|time:426,4155|1:7|2:10|3:12|4:4|5:3|6:0|7:0|8:330
|time:427,5521|1:7|2:8|3:13|4:4|5:3|6:0|7:0|8:330
|time:428,7882|1:7|2:6|3:13|4:4|5:3|6:0|7:0|8:330
|time:429,9288|1:7|2:5|3:11|4:4|5:3|6:0|7:0|8:330
|time:431,0304|1:7|2:6|3:11|4:4|5:3|6:0|7:0|8:330
|time:432,1441|1:7|2:7|3:12|4:4|5:3|6:0|7:0|8:330
|time:433,2761|1:7|2:8|3:11|4:4|5:3|6:0|7:0|8:330
|time:434,4445|1:8|2:10|3:11|4:5|5:3|6:0|7:0|8:330
|time:435,6161|1:8|2:8|3:10|4:5|5:3|6:0|7:0|8:330
|time:436,7436|1:8|2:7|3:11|4:5|5:3|6:0|7:0|8:330
|time:437,9054|1:8|2:8|3:11|4:5|5:3|6:0|7:0|8:330
|time:439,1372|1:8|2:10|3:12|4:5|5:3|6:0|7:0|8:330
|time:440,2671|1:8|2:9|3:11|4:5|5:3|6:0|7:0|8:330
|time:441,3789|1:9|2:10|3:12|4:5|5:4|6:0|7:0|8:330
|time:442,5142|1:9|2:12|3:12|4:5|5:4|6:0|7:0|8:330
|time:443,6392|1:10|2:10|3:11|4:6|5:4|6:0|7:0|8:330
|time:444,8402|1:10|2:11|3:12|4:6|5:4|6:0|7:0|8:330
|time:446,008|1:10|2:10|3:12|4:6|5:4|6:0|7:0|8:330
|time:447,1807|1:10|2:11|3:13|4:6|5:4|6:0|7:0|8:330
|time:448,3529|1:10|2:9|3:11|4:6|5:4|6:0|7:0|8:330
|time:449,5462|1:10|2:11|3:11|4:6|5:4|6:0|7:0|8:330
|time:450,7378|1:10|2:11|3:10|4:6|5:4|6:0|7:0|8:330
|time:451,934|1:10|2:10|3:12|4:6|5:4|6:0|7:0|8:330
|time:453,0994|1:10|2:10|3:12|4:6|5:4|6:0|7:0|8:330
|time:454,3201|1:10|2:8|3:13|4:6|5:4|6:0|7:0|8:330
|time:455,6068|1:9|2:8|3:10|4:6|5:3|6:0|7:0|8:330
|time:456,8126|1:9|2:8|3:12|4:6|5:3|6:0|7:0|8:330
|time:458,02|1:9|2:9|3:12|4:6|5:3|6:0|7:0|8:330
|time:459,2167|1:9|2:10|3:12|4:6|5:3|6:0|7:0|8:330
|time:460,4306|1:9|2:10|3:12|4:6|5:3|6:0|7:0|8:330
|time:461,5471|1:9|2:11|3:12|4:6|5:3|6:0|7:0|8:330
|time:462,7922|1:9|2:8|3:9|4:6|5:3|6:0|7:0|8:330
